uid,issue_type,row_position,column,aligned_value,db_test_value,aligned_normalized,db_test_normalized
5f6cb613-05d9-4afb-a406-a96b2dab71d6,different_values,144,date_1,2025-04-22,2025-04-22 00:00:00,2025-04-22,2025-04-22 00:00:00
1889e756-bff6-41ab-930d-203774e63f82,different_values,145,date_1,2025-04-20,2025-04-20 00:00:00,2025-04-20,2025-04-20 00:00:00
3d831594-8759-462f-b442-dd61449973a0,different_values,146,date_1,2025-04-22,2025-04-22 00:00:00,2025-04-22,2025-04-22 00:00:00
7db7dd13-9df5-4d99-9db3-6749871a9989,different_values,147,date_1,2025-04-22,2025-04-22 00:00:00,2025-04-22,2025-04-22 00:00:00
978627b6-ba25-474a-9e9c-20f1a002f594,different_values,148,date_1,2025-04-21,2025-04-21 00:00:00,2025-04-21,2025-04-21 00:00:00
f014fea6-2a37-4975-928c-9f79b57872b5,different_values,149,date_1,2025-04-18,2025-04-18 00:00:00,2025-04-18,2025-04-18 00:00:00
50f65c8e-b5c1-40ac-bf80-e2bc71fca11a,different_values,150,date_1,2025-04-22,2025-04-22 00:00:00,2025-04-22,2025-04-22 00:00:00
a8e6235f-bbe7-44bf-b4bb-131284b59e5d,different_values,151,date_1,2025-04-20,2025-04-20 00:00:00,2025-04-20,2025-04-20 00:00:00
f72537d5-5115-41d2-8624-1c19b72ae278,different_values,152,date_1,2025-04-19,2025-04-19 00:00:00,2025-04-19,2025-04-19 00:00:00
a3d1e612-f1ce-4a00-8016-e710deacb46b,different_values,153,date_1,2025-04-17,2025-04-17 00:00:00,2025-04-17,2025-04-17 00:00:00
6102886d-5b26-463c-bb12-7642430cfea6,different_values,154,date_1,2025-04-17,2025-04-17 00:00:00,2025-04-17,2025-04-17 00:00:00
c671cc37-7c1d-4aa6-a291-b1aa389e28ab,different_values,155,date_1,2025-04-19,2025-04-19 00:00:00,2025-04-19,2025-04-19 00:00:00
362c402d-6f03-452a-a468-06bfb3a7ce80,different_values,156,date_1,2025-04-20,2025-04-20 00:00:00,2025-04-20,2025-04-20 00:00:00
362c402d-6f03-452a-a468-06bfb3a7ce80,different_values,156,department/state,,Oran,,oran
6b5f91ff-6bb5-4ca6-ac31-66ea64e3854d,different_values,157,date_1,2025-04-17,2025-04-17 00:00:00,2025-04-17,2025-04-17 00:00:00
0bdf3a62-57f2-4a9e-805b-61f593aa04bb,different_values,158,date_1,2025-04-23,2025-04-23 00:00:00,2025-04-23,2025-04-23 00:00:00
b5176db3-5f54-49d9-9253-388e2a140b02,different_values,159,date_1,2025-04-23,2025-04-23 00:00:00,2025-04-23,2025-04-23 00:00:00
97613b1f-aa1c-45cb-965e-633168aca284,different_values,160,date_1,2025-04-23,2025-04-23 00:00:00,2025-04-23,2025-04-23 00:00:00
8695f8d8-f928-45b8-9d05-c021e9fa4410,different_values,161,date_1,2025-04-23,2025-04-23 00:00:00,2025-04-23,2025-04-23 00:00:00
44107b5e-a339-4c37-a216-a58f8ec1c9c0,different_values,162,date_1,2025-04-23,2025-04-23 00:00:00,2025-04-23,2025-04-23 00:00:00
3e8391e9-36dd-4295-a064-97c0a1282a0b,different_values,163,date_1,2025-04-24,2025-04-24 00:00:00,2025-04-24,2025-04-24 00:00:00
df814559-31d8-4b78-8958-9c88e02acdd6,different_values,164,date_1,2025-04-24,2025-04-24 00:00:00,2025-04-24,2025-04-24 00:00:00
f02cb579-7d42-4041-b1a6-7e12ca38635c,different_values,165,date_1,2025-04-24,2025-04-24 00:00:00,2025-04-24,2025-04-24 00:00:00
638ea4c3-a115-402e-a105-5a77921b1fbe,different_values,166,date_1,2025-04-16,2025-04-16 00:00:00,2025-04-16,2025-04-16 00:00:00
15e9db49-ca92-46dc-a81d-f79c898a470d,different_values,167,date_1,2025-04-16,2025-04-16 00:00:00,2025-04-16,2025-04-16 00:00:00
fc77e744-16c0-4b53-af32-56b700fe9d08,different_values,168,date_1,2025-04-25,2025-04-25 00:00:00,2025-04-25,2025-04-25 00:00:00
654e7279-a968-41e1-ad93-598f260d2ac1,different_values,169,date_1,2025-04-25,2025-04-25 00:00:00,2025-04-25,2025-04-25 00:00:00
1eab729d-86ed-4fb4-b0ef-82bd5cdf1d24,different_values,170,date_1,2025-02-01,2025-02-01 00:00:00,2025-02-01,2025-02-01 00:00:00
1eab729d-86ed-4fb4-b0ef-82bd5cdf1d24,different_values,170,date_2,2025-04-24,2025-04-24 00:00:00,2025-04-24,2025-04-24 00:00:00
f89e3b8b-fe77-4b6f-9d30-b6cf996c6f44,different_values,171,date_1,2025-04-23,2025-04-23 00:00:00,2025-04-23,2025-04-23 00:00:00
447f1d97-e2ed-44fb-8746-115c3e642ee6,different_values,172,date_1,2025-04-26,2025-04-26 00:00:00,2025-04-26,2025-04-26 00:00:00
e4c57301-e238-4abb-9924-ca158913e404,different_values,173,date_1,2025-04-23,2025-04-23 00:00:00,2025-04-23,2025-04-23 00:00:00
8ff9c831-4097-4e10-b70d-4b822d7d282f,different_values,174,date_1,2025-04-26,2025-04-26 00:00:00,2025-04-26,2025-04-26 00:00:00
03987a4c-d0df-4b89-b64f-91f3fb7cc77b,different_values,175,date_1,2025-02-13,2025-02-13 00:00:00,2025-02-13,2025-02-13 00:00:00
95499726-21db-4f51-bf3f-11ae8b645628,different_values,176,date_1,2025-04-29,2025-04-29 00:00:00,2025-04-29,2025-04-29 00:00:00
95499726-21db-4f51-bf3f-11ae8b645628,different_values,176,municipality/port,,Naples,,naples
e4f7d111-e3b4-4c06-80c5-fb568071ee19,different_values,177,date_1,2025-04-29,2025-04-29 00:00:00,2025-04-29,2025-04-29 00:00:00
e8937059-d297-4629-9d83-be371d01f87c,different_values,178,date_1,2025-04-30,2025-04-30 00:00:00,2025-04-30,2025-04-30 00:00:00
8ef80a5e-ffdc-4d84-813c-0a38aa10bdec,different_values,179,date_1,2025-04-20,2025-04-20 00:00:00,2025-04-20,2025-04-20 00:00:00
dda8a8c1-3d43-436d-b7c1-0db1c635d25b,different_values,180,date_1,2025-05-03,2025-05-03 00:00:00,2025-05-03,2025-05-03 00:00:00
dda8a8c1-3d43-436d-b7c1-0db1c635d25b,different_values,180,weight_unit,Other (explain in Description),Individual doses,other (explain in description),individual doses
f6e3994c-73b6-402c-947c-15902c0ef5b3,different_values,181,date_1,2025-05-05,2025-05-05 00:00:00,2025-05-05,2025-05-05 00:00:00
2671a19f-f417-4e82-a0d5-2fab1a7975a9,different_values,182,date_1,2025-05-03,2025-05-03 00:00:00,2025-05-03,2025-05-03 00:00:00
48eecbd3-7d1b-4d83-a5f1-dc7dd1ded790,different_values,183,date_1,2025-05-05,2025-05-05 00:00:00,2025-05-05,2025-05-05 00:00:00
adccf3e9-db29-4fd5-91fe-be273ccf8dba,different_values,184,date_1,2025-05-05,2025-05-05 00:00:00,2025-05-05,2025-05-05 00:00:00
86d0a551-02b0-4738-be84-c3de2cea74e1,different_values,185,date_1,2025-04-30,2025-04-30 00:00:00,2025-04-30,2025-04-30 00:00:00
f1e2d4be-f8cf-4472-825e-bb3bfbbc19c3,different_values,186,date_1,2025-04-05,2025-04-05 00:00:00,2025-04-05,2025-04-05 00:00:00
8448fbe4-4bc6-4fcc-ad70-158fc176c0b6,different_values,187,date_1,2025-05-05,2025-05-05 00:00:00,2025-05-05,2025-05-05 00:00:00
2f83ae11-bbcf-4793-b8b8-4cc8b81c98ed,different_values,188,date_1,2025-04-05,2025-04-05 00:00:00,2025-04-05,2025-04-05 00:00:00
2f83ae11-bbcf-4793-b8b8-4cc8b81c98ed,different_values,188,municipality/port,,Lambare,,lambare
9e2e8d0a-2a57-468a-8f03-35a0e9397b48,different_values,189,date_1,2025-05-05,2025-05-05 00:00:00,2025-05-05,2025-05-05 00:00:00
4c0e7fdd-97cf-4bd7-842b-540cb8f1b252,different_values,190,date_1,2025-05-03,2025-05-03 00:00:00,2025-05-03,2025-05-03 00:00:00
ff8ddbf5-fe8a-460b-8cba-789387e49618,different_values,191,date_1,2025-05-06,2025-05-06 00:00:00,2025-05-06,2025-05-06 00:00:00
0f997171-cd59-4829-bc4e-092fafb59c37,different_values,192,date_1,2025-05-06,2025-05-06 00:00:00,2025-05-06,2025-05-06 00:00:00
6552da79-8d9b-42dd-881e-d7c4a233b658,different_values,193,date_1,2025-05-06,2025-05-06 00:00:00,2025-05-06,2025-05-06 00:00:00
59085e22-cc0e-443f-8412-22255fc76585,different_values,194,date_1,2025-05-06,2025-05-06 00:00:00,2025-05-06,2025-05-06 00:00:00
59085e22-cc0e-443f-8412-22255fc76585,different_values,194,department/state,,La Paz,,la paz
e94fecd7-7208-4921-808d-a047a1aadc7a,different_values,195,date_1,2025-04-05,2025-04-05 00:00:00,2025-04-05,2025-04-05 00:00:00
e94fecd7-7208-4921-808d-a047a1aadc7a,different_values,195,department/state,Galapagos Island,Islas Galápagos,galapagos island,islas galápagos
2a3378c7-f974-4c54-a106-7ce9a89337dd,different_values,196,date_1,2025-04-30,2025-04-30 00:00:00,2025-04-30,2025-04-30 00:00:00
cdfcc668-221f-42ab-9038-add7777d025c,different_values,197,date_1,2025-05-05,2025-05-05 00:00:00,2025-05-05,2025-05-05 00:00:00
973368b1-40d5-4a5d-8082-1e7f7c397805,different_values,198,date_1,2025-04-03,2025-04-03 00:00:00,2025-04-03,2025-04-03 00:00:00
b78ba79c-9191-449d-8c98-ed6ab0a793cb,different_values,199,date_1,2025-05-07,2025-05-07 00:00:00,2025-05-07,2025-05-07 00:00:00
5f4af91f-5a19-4096-bcbc-54d9500374b6,different_values,200,date_1,2025-05-03,2025-05-03 00:00:00,2025-05-03,2025-05-03 00:00:00
b863bceb-1247-486e-9840-7654375b64f2,different_values,201,date_1,2025-05-02,2025-05-02 00:00:00,2025-05-02,2025-05-02 00:00:00
b863bceb-1247-486e-9840-7654375b64f2,different_values,201,municipality/port,,Bamako,,bamako
30668d33-108e-42ab-acc5-1b8b9250d578,different_values,202,date_1,2025-05-03,2025-05-03 00:00:00,2025-05-03,2025-05-03 00:00:00
8ff74ba7-a8c8-453c-852d-040bf2cc9106,different_values,203,date_1,2025-05-06,2025-05-06 00:00:00,2025-05-06,2025-05-06 00:00:00
10a28f43-34af-4540-8cc2-6dbe6d88f5e9,different_values,204,date_1,2025-04-29,2025-04-29 00:00:00,2025-04-29,2025-04-29 00:00:00
d3bc51e4-ebb4-47c4-b2b5-f8fdfc6dc2ff,different_values,205,date_1,2025-05-06,2025-05-06 00:00:00,2025-05-06,2025-05-06 00:00:00
8c07d8e9-d749-483a-bc22-03b75923e759,different_values,206,date_1,2025-05-05,2025-05-05 00:00:00,2025-05-05,2025-05-05 00:00:00
115e55e8-62ea-41f0-b791-7a5cba2e9df7,different_values,207,date_1,2025-05-09,2025-05-09 00:00:00,2025-05-09,2025-05-09 00:00:00
4f99c5b6-7b72-44c4-9666-517b6021ef0c,different_values,208,date_1,2025-05-07,2025-05-07 00:00:00,2025-05-07,2025-05-07 00:00:00
1bb574b2-dd9b-439e-b54e-d3aaa194d296,different_values,209,date_1,2025-04-28,2025-04-28 00:00:00,2025-04-28,2025-04-28 00:00:00
1bb574b2-dd9b-439e-b54e-d3aaa194d296,different_values,209,department/state,International waters,,international waters,
ccd6d940-1219-45e6-a04a-30b0fbeceb78,different_values,210,date_1,2025-05-07,2025-05-07 00:00:00,2025-05-07,2025-05-07 00:00:00
b37c1336-7d3d-43c6-a8c6-2c5967311475,different_values,211,date_1,2025-05-08,2025-05-08 00:00:00,2025-05-08,2025-05-08 00:00:00
b1b449d8-6d16-46b0-8c9c-c0133a506198,different_values,212,date_1,2025-05-08,2025-05-08 00:00:00,2025-05-08,2025-05-08 00:00:00
250035ac-64ed-4d7a-80dc-c36d87d5e1ee,different_values,213,date_1,2025-04-30,2025-04-30 00:00:00,2025-04-30,2025-04-30 00:00:00
3974b9ee-6960-470f-bca3-6574d9f30312,different_values,214,date_1,2025-05-08,2025-05-08 00:00:00,2025-05-08,2025-05-08 00:00:00
09fc32ef-c1ad-45fc-85b7-db4c764c227d,different_values,215,date_1,2025-05-04,2025-05-04 00:00:00,2025-05-04,2025-05-04 00:00:00
09fc32ef-c1ad-45fc-85b7-db4c764c227d,different_values,215,department/state,Galapagos,Islas Galápagos,galapagos,islas galápagos
5560d7d7-0365-4e94-93b5-4766da1392a6,different_values,216,date_1,2025-05-09,2025-05-09 00:00:00,2025-05-09,2025-05-09 00:00:00
d5604888-fd3b-4a78-8ab8-b6f8062c4a4a,different_values,217,date_1,2025-05-05,2025-05-05 00:00:00,2025-05-05,2025-05-05 00:00:00
4f9c6b44-4ccd-43d2-b963-aa02bb89d823,different_values,218,date_1,,2025-02-21 00:00:00,,2025-02-21 00:00:00
4f9c6b44-4ccd-43d2-b963-aa02bb89d823,different_values,218,year,,2025,,2025
4f9c6b44-4ccd-43d2-b963-aa02bb89d823,different_values,218,month,,2,,2
4f9c6b44-4ccd-43d2-b963-aa02bb89d823,different_values,218,day,,21,,21
ed81c41e-d83a-4cb5-a384-5d1f6cc98d04,different_values,219,date_1,2025-05-05,2025-05-05 00:00:00,2025-05-05,2025-05-05 00:00:00
d6f75ca7-54fc-43d6-b579-8b302a2644bf,different_values,220,date_1,2025-05-09,2025-05-09 00:00:00,2025-05-09,2025-05-09 00:00:00
375d5597-1709-4605-865f-1398e952e506,different_values,221,date_1,2025-05-11,2025-05-11 00:00:00,2025-05-11,2025-05-11 00:00:00
37eaff42-1d1b-4aa1-9c1c-2963a0caa298,different_values,222,date_1,2025-05-12,2025-05-12 00:00:00,2025-05-12,2025-05-12 00:00:00
7cb78cfb-7ae3-4662-b494-6d7091bcf56c,different_values,223,date_1,2025-05-13,2025-05-13 00:00:00,2025-05-13,2025-05-13 00:00:00
f4ebc30d-7b91-4f1e-be82-90e16270efa0,different_values,224,date_1,2025-05-10,2025-05-10 00:00:00,2025-05-10,2025-05-10 00:00:00
2a8ae414-2769-48fd-b462-25299b30cea5,different_values,225,date_1,2025-05-13,2025-05-13 00:00:00,2025-05-13,2025-05-13 00:00:00
fffe0be6-c7f4-4376-9081-6b5849fd3f59,different_values,226,date_1,2025-05-09,2025-05-09 00:00:00,2025-05-09,2025-05-09 00:00:00
105ec524-0e0f-4c87-8efa-1f261ec9791d,different_values,227,date_1,2025-05-15,2025-05-15 00:00:00,2025-05-15,2025-05-15 00:00:00
8b0ed31e-d6ff-41b8-9376-583eae95ab2e,different_values,228,date_1,2025-05-14,2025-05-14 00:00:00,2025-05-14,2025-05-14 00:00:00
43d48e5f-7404-42c8-a661-1a1ac2550afc,different_values,229,date_1,2025-05-14,2025-05-14 00:00:00,2025-05-14,2025-05-14 00:00:00
619d2ddf-94fe-4e8c-900f-94947b5f30fa,different_values,230,date_1,2025-05-13,2025-05-13 00:00:00,2025-05-13,2025-05-13 00:00:00
181ff955-623b-455f-b19f-4d05c0e3e24f,different_values,231,date_1,2025-05-13,2025-05-13 00:00:00,2025-05-13,2025-05-13 00:00:00
468d12b2-3178-4ed2-ad52-c93b5da35981,different_values,232,date_1,2025-05-08,2025-05-08 00:00:00,2025-05-08,2025-05-08 00:00:00
a307a07a-cc5f-4ada-88f2-2dc1d8bb6a05,different_values,233,date_1,2025-05-14,2025-05-14 00:00:00,2025-05-14,2025-05-14 00:00:00
c657225d-40f5-4e08-a761-e613bb171f13,different_values,234,date_1,2025-05-04,2025-05-04 00:00:00,2025-05-04,2025-05-04 00:00:00
2d249e10-11a7-4630-8a99-d5b3bfc3e2d0,different_values,235,date_1,2025-05-17,2025-05-17 00:00:00,2025-05-17,2025-05-17 00:00:00
6f43fe60-4997-40b3-bc12-9759bdee7963,different_values,236,date_1,2025-03-20,2025-03-20 00:00:00,2025-03-20,2025-03-20 00:00:00
dfc4619f-d468-4c62-a60d-64d80c28bc7a,different_values,237,date_1,2025-04-27,2025-04-27 00:00:00,2025-04-27,2025-04-27 00:00:00
b85ae7ad-c026-4813-823d-5e2ad3560571,different_values,238,date_1,2025-05-15,2025-05-15 00:00:00,2025-05-15,2025-05-15 00:00:00
514e676b-4854-4031-a383-ed01ca49306a,different_values,239,date_1,2025-05-14,2025-05-14 00:00:00,2025-05-14,2025-05-14 00:00:00
cc46339f-717c-441d-84a9-5972c784f5c4,different_values,240,date_1,2025-05-18,2025-05-18 00:00:00,2025-05-18,2025-05-18 00:00:00
932d3368-a54c-443a-be1b-a735ed7d61c9,different_values,241,date_1,2025-05-18,2025-05-18 00:00:00,2025-05-18,2025-05-18 00:00:00
d852aa70-2997-411d-b68d-03bfb75708ee,different_values,242,date_1,2025-05-18,2025-05-18 00:00:00,2025-05-18,2025-05-18 00:00:00
de53624d-eb0f-4411-bf4e-822fb0efc254,different_values,243,date_1,2025-05-18,2025-05-18 00:00:00,2025-05-18,2025-05-18 00:00:00
20c82201-c1bd-4837-a971-9f03ee013196,different_values,244,date_1,2025-05-18,2025-05-18 00:00:00,2025-05-18,2025-05-18 00:00:00
01e90af8-c499-4733-b5a1-b8957a542d24,different_values,245,date_1,2025-05-19,2025-05-19 00:00:00,2025-05-19,2025-05-19 00:00:00
a80f50d4-1f55-46f0-8023-45ba06de3128,different_values,246,date_1,2025-05-14,2025-05-14 00:00:00,2025-05-14,2025-05-14 00:00:00
b88d8ef2-7f45-4489-afdb-de7a2abfaab7,different_values,247,date_1,2025-05-19,2025-05-19 00:00:00,2025-05-19,2025-05-19 00:00:00
0cf943ce-7824-4d37-acd0-e946fc6f523f,different_values,248,date_1,2025-05-18,2025-05-18 00:00:00,2025-05-18,2025-05-18 00:00:00
4f4b3226-3f0e-4a54-89ae-e4a324e317a1,different_values,249,date_1,2025-05-19,2025-05-19 00:00:00,2025-05-19,2025-05-19 00:00:00
e12fbb4d-ab87-441a-851b-6ed269598cd8,different_values,250,date_1,2025-05-19,2025-05-19 00:00:00,2025-05-19,2025-05-19 00:00:00
f2cb7bdd-0287-4bbd-a131-b1dd86a0fe09,different_values,251,date_1,2025-05-17,2025-05-17 00:00:00,2025-05-17,2025-05-17 00:00:00
933a5756-ff33-48d8-8f90-015f0bf94d06,different_values,252,date_1,2025-05-16,2025-05-16 00:00:00,2025-05-16,2025-05-16 00:00:00
398be297-b17d-4539-978b-ce88c4296fd6,different_values,253,date_1,2025-01-01,2025-01-01 00:00:00,2025-01-01,2025-01-01 00:00:00
398be297-b17d-4539-978b-ce88c4296fd6,different_values,253,date_2,2025-05-12,2025-05-12 00:00:00,2025-05-12,2025-05-12 00:00:00
398be297-b17d-4539-978b-ce88c4296fd6,different_values,253,modus_operandi/place_seizure,,Multiple,,multiple
398be297-b17d-4539-978b-ce88c4296fd6,different_values,253,department/state,,Nariño,,nariño
398be297-b17d-4539-978b-ce88c4296fd6,different_values,253,municipality/port,,Cumbitara,,cumbitara
f2583f62-80ef-4d6e-be60-6a84aeac9cb7,different_values,254,date_1,2025-05-17,2025-05-17 00:00:00,2025-05-17,2025-05-17 00:00:00
9992de06-f042-4488-aed3-542349b09ab1,different_values,255,date_1,2025-05-17,2025-05-17 00:00:00,2025-05-17,2025-05-17 00:00:00
9992de06-f042-4488-aed3-542349b09ab1,different_values,255,department/state,,Luquillo,,luquillo
f986fd83-4c81-4ab7-b900-ebb2bffa6c01,different_values,256,date_1,2025-05-20,2025-05-20 00:00:00,2025-05-20,2025-05-20 00:00:00
2d4dca98-fb55-4756-a54c-aecc0bd4fb59,different_values,257,date_1,2025-05-20,2025-05-20 00:00:00,2025-05-20,2025-05-20 00:00:00
cbd9e6e4-ff89-4cb2-b3ad-da46b7e0e71e,different_values,258,date_1,2025-05-19,2025-05-19 00:00:00,2025-05-19,2025-05-19 00:00:00
9c4c05ac-ffcd-4a5e-9f26-7d1f49f2cecc,different_values,259,date_1,2025-05-19,2025-05-19 00:00:00,2025-05-19,2025-05-19 00:00:00
ec7c9a95-3cf0-4007-83f8-ee0ec7bf8c72,different_values,260,date_1,2025-05-21,2025-05-21 00:00:00,2025-05-21,2025-05-21 00:00:00
882f580d-94a9-41c1-9876-4eb265032ab3,different_values,261,date_1,2025-05-21,2025-05-21 00:00:00,2025-05-21,2025-05-21 00:00:00
17ca2b7c-5319-470e-9a48-d6e78022a821,different_values,262,date_1,2025-05-21,2025-05-21 00:00:00,2025-05-21,2025-05-21 00:00:00
c4ba6b98-5354-4d93-b45e-a85277ffba6b,different_values,263,date_1,2025-05-21,2025-05-21 00:00:00,2025-05-21,2025-05-21 00:00:00
6d605356-158a-4da0-b75f-8150d6f6eac6,different_values,264,date_1,2025-05-19,2025-05-19 00:00:00,2025-05-19,2025-05-19 00:00:00
fc701f97-f391-48e2-8df6-672a6c08cc10,different_values,265,date_1,2025-05-19,2025-05-19 00:00:00,2025-05-19,2025-05-19 00:00:00
7fb4fc50-202a-4351-a3ea-c14f44c4bb59,different_values,266,date_1,2025-05-13,2025-05-13 00:00:00,2025-05-13,2025-05-13 00:00:00
5c0f34b1-5ca4-4319-a12a-8abe9a8960f7,different_values,267,date_1,2025-05-22,2025-05-22 00:00:00,2025-05-22,2025-05-22 00:00:00
48982251-2a8a-463d-bc24-849c8142cacd,different_values,268,date_1,2025-05-16,2025-05-16 00:00:00,2025-05-16,2025-05-16 00:00:00
0e371fe1-f561-4ac7-91d6-80dce0d825a1,different_values,269,date_1,2025-05-19,2025-05-19 00:00:00,2025-05-19,2025-05-19 00:00:00
0e371fe1-f561-4ac7-91d6-80dce0d825a1,different_values,269,department/state,,Conakry,,conakry
3cf05792-a82f-4fb5-a599-3f2860cb64d0,different_values,270,date_1,2025-05-20,2025-05-20 00:00:00,2025-05-20,2025-05-20 00:00:00
3cf05792-a82f-4fb5-a599-3f2860cb64d0,different_values,270,department/state,,San Petersburgo,,san petersburgo
393d5632-3286-446e-aa50-555c869302ac,different_values,271,date_1,2025-05-19,2025-05-19 00:00:00,2025-05-19,2025-05-19 00:00:00
85859825-6ffe-450e-9810-30d6f7a6b562,different_values,272,date_1,2025-05-16,2025-05-16 00:00:00,2025-05-16,2025-05-16 00:00:00
3ad2c9be-0f4e-4fae-9429-128f407d6bab,different_values,273,date_1,2025-01-01,2025-01-01 00:00:00,2025-01-01,2025-01-01 00:00:00
3ad2c9be-0f4e-4fae-9429-128f407d6bab,different_values,273,date_2,2025-05-17,2025-05-17 00:00:00,2025-05-17,2025-05-17 00:00:00
04465941-db3a-4417-8475-0816712c472b,different_values,274,date_1,2025-05-16,2025-05-16 00:00:00,2025-05-16,2025-05-16 00:00:00
b39decce-6f14-4f78-820a-f9e6c7e3a296,different_values,275,date_1,2025-05-21,2025-05-21 00:00:00,2025-05-21,2025-05-21 00:00:00
124ee7fc-9c05-4905-b1dc-082221623e7a,different_values,276,date_1,2025-05-23,2025-05-23 00:00:00,2025-05-23,2025-05-23 00:00:00
ae756955-9903-49ad-9d18-b584503bbe54,different_values,277,date_1,2025-05-18,2025-05-18 00:00:00,2025-05-18,2025-05-18 00:00:00
7830e257-88f1-48e8-bf73-880f2a0f52ea,different_values,278,date_1,2025-05-23,2025-05-23 00:00:00,2025-05-23,2025-05-23 00:00:00
e8cb53e8-5294-49a6-8604-8e537143cf63,different_values,279,date_1,2025-05-23,2025-05-23 00:00:00,2025-05-23,2025-05-23 00:00:00
e8cb53e8-5294-49a6-8604-8e537143cf63,different_values,279,department/state,,Moscow,,moscow
e8cb53e8-5294-49a6-8604-8e537143cf63,different_values,279,municipality/port,Moscu,Moscow,moscu,moscow
e8cb53e8-5294-49a6-8604-8e537143cf63,different_values,279,transit_2_department/state,,Moscow,,moscow
e8cb53e8-5294-49a6-8604-8e537143cf63,different_values,279,transit_2_municipality/port,Moscu,Moscow,moscu,moscow
eb213cf2-1469-4c71-a8e9-ef7ba36fea59,different_values,280,date_1,2025-05-16,2025-05-16 00:00:00,2025-05-16,2025-05-16 00:00:00
97fcfb32-5366-4c80-9f02-8737f03771ea,different_values,281,date_1,,2025-05-23 00:00:00,,2025-05-23 00:00:00
97fcfb32-5366-4c80-9f02-8737f03771ea,different_values,281,year,,2025,,2025
97fcfb32-5366-4c80-9f02-8737f03771ea,different_values,281,month,,5,,5
97fcfb32-5366-4c80-9f02-8737f03771ea,different_values,281,day,,23,,23
97fcfb32-5366-4c80-9f02-8737f03771ea,different_values,281,department/state,,Central,,central
97fcfb32-5366-4c80-9f02-8737f03771ea,different_values,281,transit_1_department/state,,Central,,central
a7da8c87-8934-48d6-84b4-542bc72a3ffa,different_values,282,date_1,2025-05-23,2025-05-23 00:00:00,2025-05-23,2025-05-23 00:00:00
ac4fdc6a-3848-4857-af5a-cacfa0d585d3,different_values,283,date_1,2025-05-23,2025-05-23 00:00:00,2025-05-23,2025-05-23 00:00:00
8feadbd0-0455-4a2d-9c06-5f1760eb8fce,different_values,284,date_1,2025-05-25,2025-05-25 00:00:00,2025-05-25,2025-05-25 00:00:00
0ca61bdd-432b-4be7-8761-91c2652dc0f9,different_values,285,date_1,2025-05-24,2025-05-24 00:00:00,2025-05-24,2025-05-24 00:00:00
c32c8d0a-4af6-47a2-9581-e894e0fc9e23,different_values,286,date_1,2025-05-26,2025-05-26 00:00:00,2025-05-26,2025-05-26 00:00:00
9c153dcc-5524-491e-a462-e0329cebeb02,different_values,287,date_1,2025-05-24,2025-05-24 00:00:00,2025-05-24,2025-05-24 00:00:00
400e3c47-c712-48d5-94a8-97f4a9452446,different_values,288,date_1,2025-05-22,2025-05-22 00:00:00,2025-05-22,2025-05-22 00:00:00
400e3c47-c712-48d5-94a8-97f4a9452446,different_values,288,municipality/port,,Badung Regency,,badung regency
ab1e888a-410a-4109-bd2c-e0293caa5cf3,different_values,289,date_1,2025-05-25,2025-05-25 00:00:00,2025-05-25,2025-05-25 00:00:00
